Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0D9R8B1|A0A0D9R8B1_CHLSB	tr|A0A0D9R8B1|A0A0D9R8B1_CHLSB	2	2	2	tr|A0A0D9R8B1|A0A0D9R8B1_CHLSB RuvB-like helicase OS=Chlorocebus sabaeus OX=60711 GN=RUVBL1 PE=3 SV=1	1	2	2	2	4.8	4.8	4.8	50.227	456	456	0	13.77	0	0	0	0	2748.2	13727	11077	876.56	6456.2	32486	15286	0	7727.8	144.54	37302	26840	0	0	0	0	2800.4	12811	10396	1805	7150.2	30302	15143	651.38	9406.3	1238.9	35131	25233	0	0	0	0	1	1	1	1	2	2	2	0	2	1	2	2	36263000	2				347	1804;2802	True;True	1850;2879	2345;3687	2465;3925	2465;3925		
tr|A0A0D9R8B5|A0A0D9R8B5_CHLSB	tr|A0A0D9R8B5|A0A0D9R8B5_CHLSB	1	1	1	tr|A0A0D9R8B5|A0A0D9R8B5_CHLSB Mitochondrial calcium uniporter OS=Chlorocebus sabaeus OX=60711 GN=MCU PE=4 SV=1	1	1	1	1	5.1	5.1	5.1	36.571	314	314	0	9.4089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12682000	1				348	4655	True	4810	6170	6538	6538		
tr|A0A0D9R8E0|A0A0D9R8E0_CHLSB	tr|A0A0D9R8E0|A0A0D9R8E0_CHLSB	21	21	21	tr|A0A0D9R8E0|A0A0D9R8E0_CHLSB Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Chlorocebus sabaeus OX=60711 GN=RPN1 PE=3 SV=1	1	21	21	21	39.7	39.7	39.7	68.721	607	607	0	168.68	187.98	0	0	764.64	168610	620590	756080	0	187010	773390	502690	710.42	191490	1724.1	1158800	530250	172.97	0	743.03	3963.2	172380	579390	708600	37067	232060	720550	494360	19186	247250	20606	1090600	498460	1	0	0	5	19	21	21	0	21	21	21	2	21	7	21	21	2053700000	28				349	334;492;838;859;1471;1523;1628;2000;2054;2194;2340;2743;2744;3103;3518;3942;3998;4021;4437;4601;4800	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	343;505;867;889;1511;1564;1671;2052;2110;2251;2404;2818;2819;3191;3635;4073;4130;4156;4587;4752;4959	434;435;651;652;1112;1113;1142;1143;1931;1932;1999;2132;2608;2682;2864;2865;3078;3609;3610;4114;4695;4696;5227;5299;5333;5873;6086;6364	454;455;688;689;1169;1170;1199;1200;2036;2037;2106;2248;2736;2812;2997;2998;3225;3845;3846;4391;5006;5007;5551;5626;5660;6215;6435;6740	455;689;1170;1200;2037;2106;2248;2736;2812;2998;3225;3845;3846;4391;5007;5551;5626;5660;6215;6435;6740		
tr|A0A0D9R8E8|A0A0D9R8E8_CHLSB	tr|A0A0D9R8E8|A0A0D9R8E8_CHLSB	7	7	7	tr|A0A0D9R8E8|A0A0D9R8E8_CHLSB RAB7A, member RAS oncogene family OS=Chlorocebus sabaeus OX=60711 GN=RAB7A PE=4 SV=1	1	7	7	7	38.6	38.6	38.6	23.489	207	207	0	68.743	0	0	0	1405.6	113930	274290	307490	1859.3	95955	387760	232080	0	134900	4521.3	564890	256510	0	0	1351.8	3688	112500	256180	290830	19546	113840	361460	230650	8786.5	159320	15364	532320	241930	0	0	0	3	5	5	5	2	7	8	8	0	8	7	8	9	1061700000	11				350	484;789;921;1288;3295;3587;4805	True;True;True;True;True;True;True	497;817;951;1323;3391;3710;4964	640;641;1053;1054;1220;1221;1684;4383;4793;6369;6370	677;678;1109;1110;1280;1281;1775;4673;5107;6745;6746	678;1110;1281;1775;4673;5107;6746		
tr|A0A0D9R8F2|A0A0D9R8F2_CHLSB	tr|A0A0D9R8F2|A0A0D9R8F2_CHLSB	1	1	1	tr|A0A0D9R8F2|A0A0D9R8F2_CHLSB Acyl-CoA dehydrogenase family member 9 OS=Chlorocebus sabaeus OX=60711 GN=ACAD9 PE=3 SV=1	1	1	1	1	4	4	4	69.145	623	623	0	7.6046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3573500	1				351	4157	True	4295	5506	5841	5841		
tr|A0A0D9R8H4|A0A0D9R8H4_CHLSB	tr|A0A0D9R8H4|A0A0D9R8H4_CHLSB	6	6	6	tr|A0A0D9R8H4|A0A0D9R8H4_CHLSB Ribosome biogenesis protein BOP1 OS=Chlorocebus sabaeus OX=60711 GN=BOP1 PE=3 SV=1	1	6	6	6	8.9	8.9	8.9	83.396	745	745	0	42.742	0	0	0	0	19228	129030	121100	0	15968	157040	81159	0	19324	26.231	217040	112550	0	0	0	1053.3	20584	120440	112680	6214.4	24134	146260	79024	2951.7	30296	3626.8	203970	105790	0	0	0	0	5	5	5	0	5	5	5	0	5	1	5	5	163130000	6				352	504;541;1728;3933;4626;5105	True;True;True;True;True;True	519;559;1773;4063;4778;5271	674;724;2252;5217;6120;6759	711;762;2371;5541;6469;7161	711;762;2371;5541;6469;7161		
tr|A0A0D9R8J7|A0A0D9R8J7_CHLSB	tr|A0A0D9R8J7|A0A0D9R8J7_CHLSB	1	1	1	tr|A0A0D9R8J7|A0A0D9R8J7_CHLSB DnaJ heat shock protein family (Hsp40) member C9 OS=Chlorocebus sabaeus OX=60711 GN=DNAJC9 PE=4 SV=1	1	1	1	1	7.7	7.7	7.7	29.838	259	259	0	8.3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				353	4102	True	4239	5436	5770	5770		
tr|A0A0D9R8K1|A0A0D9R8K1_CHLSB	tr|A0A0D9R8K1|A0A0D9R8K1_CHLSB	1	1	1	tr|A0A0D9R8K1|A0A0D9R8K1_CHLSB Chloride intracellular channel protein OS=Chlorocebus sabaeus OX=60711 GN=CLIC1 PE=3 SV=1	1	1	1	1	7.5	7.5	7.5	26.95	241	241	0	7.0974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9299100	1				354	2720	True	2795	3584	3820	3820		
tr|A0A0D9R8K9|A0A0D9R8K9_CHLSB	tr|A0A0D9R8K9|A0A0D9R8K9_CHLSB	1	1	1	tr|A0A0D9R8K9|A0A0D9R8K9_CHLSB Ribonucloprotein OS=Chlorocebus sabaeus OX=60711 GN=NHP2 PE=3 SV=1	1	1	1	1	12.4	12.4	12.4	17.201	153	153	0	15.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55705000	1				355	4650	True	4805	6162	6529	6529		
tr|A0A0D9R8L0|A0A0D9R8L0_CHLSB	tr|A0A0D9R8L0|A0A0D9R8L0_CHLSB	9	9	9	tr|A0A0D9R8L0|A0A0D9R8L0_CHLSB Pumilio RNA binding family member 3 OS=Chlorocebus sabaeus OX=60711 GN=PUM3 PE=4 SV=1	1	9	9	9	14.2	14.2	14.2	73.416	647	647	0	53.404	114.53	0	0	82.761	31883	142730	135840	0	35873	179750	96652	0	32110	1237.7	228930	121180	106.1	0	266.47	718.34	32647	133240	127470	8246.6	44037	167470	94903	3559.4	43368	6159.5	215340	113930	1	0	0	1	6	6	6	0	6	6	6	0	6	3	6	6	136410000	10				356	1048;1609;1743;2620;2836;3733;4164;4505;4850	True;True;True;True;True;True;True;True;True	1078;1652;1788;2691;2914;3862;4302;4655;5010	1374;2110;2270;2271;3442;3735;4980;5515;5955;6435	1438;2226;2389;2390;3639;3974;5299;5850;6299;6817	1438;2226;2389;3639;3974;5299;5850;6299;6817		
tr|A0A0D9R8L3|A0A0D9R8L3_CHLSB	tr|A0A0D9R8L3|A0A0D9R8L3_CHLSB	3	3	3	tr|A0A0D9R8L3|A0A0D9R8L3_CHLSB NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Chlorocebus sabaeus OX=60711 GN=NDUFV1 PE=3 SV=1	1	3	3	3	6	6	6	50.629	464	464	0	18.068	0	0	0	0	11698	34827	38107	124.18	10620	43960	27132	0	10676	531.97	63234	31231	0	0	140.05	0	11712	32531	35936	2708.2	12878	41000	26720	1102.5	13696	1940.9	59514	29369	0	0	0	0	3	3	3	2	3	3	3	0	3	3	3	3	38917000	3				357	947;1340;1864	True;True;True	977;1377;1912	1252;1754;2423	1312;1851;2545	1312;1851;2545		
tr|A0A0D9R8L5|A0A0D9R8L5_CHLSB	tr|A0A0D9R8L5|A0A0D9R8L5_CHLSB	3	2	2	tr|A0A0D9R8L5|A0A0D9R8L5_CHLSB Y-box binding protein 3 OS=Chlorocebus sabaeus OX=60711 GN=YBX3 PE=4 SV=1	1	3	2	2	13.7	9.1	9.1	40.193	373	373	0	19.988	0	0	0	0	4179	15202	12852	0	4265.3	21076	10375	274.91	5916	0	27313	14550	0	0	0	122.31	4167.9	14198	12152	1333.8	5026.7	19672	10321	1177.6	7105	462.04	25727	13675	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	119870000	2				358	662;1565;4315	True;True;False	682;1607;4458	889;2054;5712;5713;5714	935;2163;6052;6053;6054	935;2163;6053		
tr|A0A0D9R8L7|A0A0D9R8L7_CHLSB;tr|A0A0D9S5J3|A0A0D9S5J3_CHLSB;tr|A0A0D9RLX3|A0A0D9RLX3_CHLSB	tr|A0A0D9R8L7|A0A0D9R8L7_CHLSB	8;2;1	7;1;0	7;1;0	tr|A0A0D9R8L7|A0A0D9R8L7_CHLSB RAB10, member RAS oncogene family OS=Chlorocebus sabaeus OX=60711 GN=RAB10 PE=4 SV=1	3	8	7	7	40.5	35	35	22.541	200	200;245;212	0	46.981	0	0	0	5.1245	116430	304810	369430	0	90087	398950	226020	0	101460	61.657	544760	237550	0	0	472.21	636.78	116290	284430	348210	12221	111550	371280	223350	6222.6	126710	7736.4	512870	223310	0	0	0	1	8	8	8	0	8	8	8	0	8	2	8	8	449080000	9				359	169;360;1375;1489;3041;3514;4059;4606	True;True;True;True;False;True;True;True	172;371;1412;1530;3127;3631;4197;4757	223;224;478;479;1799;1956;4024;4025;4026;4690;5385;6093	230;231;509;510;1896;2062;4289;4290;4291;5001;5717;6442	230;509;1896;2062;4291;5001;5717;6442		
tr|A0A0D9R8P2|A0A0D9R8P2_CHLSB	tr|A0A0D9R8P2|A0A0D9R8P2_CHLSB	6	6	5	tr|A0A0D9R8P2|A0A0D9R8P2_CHLSB Transmembrane p24 trafficking protein 9 OS=Chlorocebus sabaeus OX=60711 GN=TMED9 PE=3 SV=1	1	6	6	5	34.5	34.5	31.5	27.307	235	235	0	54.969	0	0	0	0	27285	87113	98996	0	28374	115090	66869	0	28169	457.97	169490	90132	0	0	0	227.98	27556	81292	93189	3899.6	34056	107130	66134	2105.4	36111	2555.5	159510	86004	0	0	0	0	3	3	3	0	3	3	3	0	3	2	3	4	527080000	6				360	701;1496;3774;3813;3857;4790	True;True;True;True;True;True	722;1537;3903;3943;3987;4948	935;1963;5031;5076;5128;6352	981;2070;5352;5398;5451;6728	981;2070;5352;5398;5451;6728		
tr|A0A0D9R8Q2|A0A0D9R8Q2_CHLSB	tr|A0A0D9R8Q2|A0A0D9R8Q2_CHLSB	18	18	18	tr|A0A0D9R8Q2|A0A0D9R8Q2_CHLSB Hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha OS=Chlorocebus sabaeus OX=60711 GN=HADHA PE=3 SV=1	1	18	18	18	33.3	33.3	33.3	83.079	763	763	0	126.86	0	149.46	0	269.84	92047	320200	273330	1589.6	97564	389710	198390	287.75	104820	1993.8	472120	258570	0	139.66	708.81	2409	91441	299010	258780	22163	112480	363330	197060	10489	124450	9580.2	444770	243110	0	1	0	1	10	11	11	4	11	11	11	2	11	5	13	13	642950000	26				361	100;742;815;835;1109;1385;1686;1837;2058;2247;2550;3212;3434;3458;4057;4508;4617;4804	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	100;101;765;844;864;1141;1423;1731;1883;2114;2306;2619;3305;3547;3573;4195;4658;4768;4963	130;131;982;1084;1109;1455;1812;2206;2207;2386;2687;2944;2945;3351;3352;3353;4272;4273;4576;4577;4610;5382;5960;6106;6368	136;137;1028;1141;1166;1524;1909;2325;2326;2506;2817;3082;3083;3535;3536;3537;3538;4557;4558;4881;4882;4915;5714;6306;6455;6744	136;1028;1141;1166;1524;1909;2326;2506;2817;3082;3537;4557;4882;4915;5714;6306;6455;6744	74	443
tr|A0A0D9R8R6|A0A0D9R8R6_CHLSB	tr|A0A0D9R8R6|A0A0D9R8R6_CHLSB	1	1	1	tr|A0A0D9R8R6|A0A0D9R8R6_CHLSB Unc-93 homolog B1, TLR signaling regulator OS=Chlorocebus sabaeus OX=60711 GN=UNC93B1 PE=4 SV=1	1	1	1	1	2.2	2.2	2.2	66.658	597	597	0.002893	6.1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4385800	1				362	4321	True	4465	5722	6062	6062		
tr|A0A0D9R8S0|A0A0D9R8S0_CHLSB	tr|A0A0D9R8S0|A0A0D9R8S0_CHLSB	12	12	12	tr|A0A0D9R8S0|A0A0D9R8S0_CHLSB Hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta OS=Chlorocebus sabaeus OX=60711 GN=HADHB PE=3 SV=1	1	12	12	12	26.9	26.9	26.9	51.415	475	475	0	79.706	0	0	0	374.99	73117	298520	241990	1217	78461	362380	173940	0	83242	748.26	399090	226640	0	0	658.4	2539.8	73236	278860	228420	23656	92127	338050	172250	12028	101490	11007	375880	213080	0	0	0	2	7	7	7	1	7	7	7	0	7	5	7	7	385430000	13				363	38;637;740;805;895;1304;2437;2573;2842;3276;3659;4529	True;True;True;True;True;True;True;True;True;True;True;True	37;655;763;833;925;1339;2502;2642;2920;3370;3786;4679	46;855;980;1072;1187;1704;3200;3383;3743;4358;4883;5985;5986	51;901;1026;1128;1247;1795;3356;3575;3982;4646;5200;6333;6334	51;901;1026;1128;1247;1795;3356;3575;3982;4646;5200;6333		
tr|A0A0D9R8S7|A0A0D9R8S7_CHLSB	tr|A0A0D9R8S7|A0A0D9R8S7_CHLSB	1	1	1	tr|A0A0D9R8S7|A0A0D9R8S7_CHLSB Cytochrome c1 OS=Chlorocebus sabaeus OX=60711 GN=CYC1 PE=4 SV=1	1	1	1	1	4.9	4.9	4.9	35.222	325	325	0	6.6833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50186000	1				364	2862	True	2941	3771	4010	4010		
tr|A0A0D9R8U2|A0A0D9R8U2_CHLSB	tr|A0A0D9R8U2|A0A0D9R8U2_CHLSB	11	11	11	tr|A0A0D9R8U2|A0A0D9R8U2_CHLSB Drebrin 1 OS=Chlorocebus sabaeus OX=60711 GN=DBN1 PE=4 SV=1	1	11	11	11	25.5	25.5	25.5	76.239	695	695	0	96.642	0	0	0	0	21204	154350	105030	374.24	28123	175570	85591	481.51	37604	0	216820	133800	0	0	0	936.85	22059	144090	98374	10587	34802	163730	84352	6282.2	47670	3557.8	204080	125770	0	0	0	0	6	6	6	3	6	6	6	1	6	0	6	6	586770000	16				365	7;267;1187;1205;2647;2837;3166;3333;4039;4660;5261	True;True;True;True;True;True;True;True;True;True;True	7;273;1221;1239;2718;2915;3258;3431;4175;4815;5432	7;349;1556;1557;1578;3479;3736;3737;4209;4210;4436;5354;6176;6177;6982;6983	7;369;1637;1638;1659;3680;3975;3976;4493;4494;4733;5681;6544;6545;7409;7410	7;369;1637;1659;3680;3975;4493;4733;5681;6545;7410		
tr|A0A0D9R8U4|A0A0D9R8U4_CHLSB	tr|A0A0D9R8U4|A0A0D9R8U4_CHLSB	5	5	5	tr|A0A0D9R8U4|A0A0D9R8U4_CHLSB BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone OS=Chlorocebus sabaeus OX=60711 GN=BCS1L PE=3 SV=1	1	5	5	5	20.8	20.8	20.8	47.49	419	419	0	36.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53324000	5				366	783;2391;2675;3223;3387	True;True;True;True;True	811;2456;2749;3317;3494	1047;3145;3531;4291;4517	1103;3296;3761;4576;4820	1103;3296;3761;4576;4820		
tr|A0A0D9R8V0|A0A0D9R8V0_CHLSB	tr|A0A0D9R8V0|A0A0D9R8V0_CHLSB	2	2	2	tr|A0A0D9R8V0|A0A0D9R8V0_CHLSB Centromere protein V OS=Chlorocebus sabaeus OX=60711 GN=CENPV PE=4 SV=1	1	2	2	2	7.6	7.6	7.6	30.119	278	278	0	13.165	0	0	0	0	5227.3	31453	33687	0	5942.2	48064	22455	0	4712.1	0	55937	30082	0	0	0	132.9	5614.5	29342	31375	1778.1	8106.7	44755	21869	955.71	7603.7	1098	52565	28275	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	41326000	2				367	3038;3244	True;True	3124;3338	4019;4321	4283;4607	4283;4607		
tr|A0A0D9R8X8|A0A0D9R8X8_CHLSB	tr|A0A0D9R8X8|A0A0D9R8X8_CHLSB	2	2	2	tr|A0A0D9R8X8|A0A0D9R8X8_CHLSB RNA terminal phosphate cyclase like 1 OS=Chlorocebus sabaeus OX=60711 GN=RCL1 PE=4 SV=1	1	2	2	2	7.5	7.5	7.5	40.849	373	373	0	14.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43957000	2				368	1410;1959	True;True	1448;2010	1845;2554	1943;2680	1943;2680		
tr|A0A0D9R8Y0|A0A0D9R8Y0_CHLSB	tr|A0A0D9R8Y0|A0A0D9R8Y0_CHLSB	3	3	3	tr|A0A0D9R8Y0|A0A0D9R8Y0_CHLSB Synaptosome associated protein 23 OS=Chlorocebus sabaeus OX=60711 GN=SNAP23 PE=4 SV=1	1	3	3	3	27	27	27	23.224	211	211	0	35.569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	89971000	3				369	768;2358;4461	True;True;True	794;2422;4611	1024;3100;5905	1073;3247;6249	1073;3247;6249		
